FILE_NAME,FIELD_NAME,GOLD,EXTRACTED,RESULT,REASON
invoice101.html,date,10/01/89,"October 01, 1989","FP,FN",FAIL_MODEL
invoice101.html,invoice_number,3778982162,3778982162,TP,EXTRACT_MODEL
invoice125.html,date,04/17/93,"April 17, 1993","FP,FN",FAIL_MODEL
invoice125.html,invoice_number,1060892479,1060892479,TP,EXTRACT_MODEL
invoice139.html,date,07/03/09,"July 03, 2009","FP,FN",FAIL_MODEL
invoice139.html,invoice_number,6507378943,6507378943,TP,EXTRACT_MODEL
invoice144.html,date,02/18/92,"February 18, 1992","FP,FN",FAIL_MODEL
invoice144.html,invoice_number,4949499204,4949499204,TP,EXTRACT_MODEL
invoice147.html,date,03/02/89,"March 02, 1989","FP,FN",FAIL_MODEL
invoice147.html,invoice_number,3531572517,3531572517,TP,EXTRACT_MODEL
invoice155.html,date,10/04/91,"October 04, 1991","FP,FN",FAIL_MODEL
invoice155.html,invoice_number,2827263107,2827263107,TP,EXTRACT_MODEL
invoice16.html,date,07/16/73,"July 16, 1973","FP,FN",FAIL_MODEL
invoice16.html,invoice_number,6594907342,6594907342,TP,EXTRACT_MODEL
invoice163.html,date,07/17/00,"July 17, 2000","FP,FN",FAIL_MODEL
invoice163.html,invoice_number,0499067578,0499067578,TP,EXTRACT_MODEL
invoice172.html,date,07/20/79,"July 20, 1979","FP,FN",FAIL_MODEL
invoice172.html,invoice_number,4081367687,4081367687,TP,EXTRACT_MODEL
invoice181.html,date,05/05/99,"May 05, 1999","FP,FN",FAIL_MODEL
invoice181.html,invoice_number,8150426970,8150426970,TP,EXTRACT_MODEL
invoice185.html,date,10/18/74,"October 18, 1974","FP,FN",FAIL_MODEL
invoice185.html,invoice_number,2520763010,2520763010,TP,EXTRACT_MODEL
invoice186.html,date,04/07/97,"April 07, 1997","FP,FN",FAIL_MODEL
invoice186.html,invoice_number,7540253933,7540253933,TP,EXTRACT_MODEL
invoice189.html,date,11/10/84,"November 10, 1984","FP,FN",FAIL_MODEL
invoice189.html,invoice_number,1978672951,1978672951,TP,EXTRACT_MODEL
invoice201.html,date,02/27/01,"February 27, 2001","FP,FN",FAIL_MODEL
invoice201.html,invoice_number,1549306900,1549306900,TP,EXTRACT_MODEL
