FILE_NAME,FIELD_NAME,GOLD,EXTRACTED,RESULT,REASON
invoice101.html,product,Rustic Silk Coat,Rustic Silk Coat,TP,EXTRACT_MODEL
invoice101.html,product,Heavy Duty Bronze Lamp,Heavy Duty Bronze Lamp,TP,EXTRACT_MODEL
invoice101.html,product,Mediocre Bronze Gloves,Mediocre Bronze Gloves,TP,EXTRACT_MODEL
invoice101.html,product,Mediocre Paper Keyboard,Mediocre Paper Keyboard,TP,EXTRACT_MODEL
invoice101.html,product,Sleek Wooden Bench,Sleek Wooden Bench,TP,EXTRACT_MODEL
invoice101.html,product,Rustic Plastic Watch,Rustic Plastic Watch,TP,EXTRACT_MODEL
invoice101.html,product,Awesome Bronze Clock,Awesome Bronze Clock,TP,EXTRACT_MODEL
invoice101.html,product,Rustic Bronze Shirt,Rustic Bronze Shirt,TP,EXTRACT_MODEL
invoice101.html,product,Aerodynamic Iron Hat,Aerodynamic Iron Hat,TP,EXTRACT_MODEL
invoice101.html,invoice_number,3778982162,3778982162,TP,EXTRACT_MODEL
invoice125.html,product,Rustic Iron Gloves,Rustic Iron Gloves,TP,EXTRACT_MODEL
invoice125.html,product,Rustic Aluminum Wallet,Rustic Aluminum Wallet,TP,EXTRACT_MODEL
invoice125.html,product,Intelligent Wool Bag,Intelligent Wool Bag,TP,EXTRACT_MODEL
invoice125.html,product,Gorgeous Copper Pants,Gorgeous Copper Pants,TP,EXTRACT_MODEL
invoice125.html,product,Aerodynamic Plastic Wallet,Aerodynamic Plastic Wallet,TP,EXTRACT_MODEL
invoice125.html,product,Lightweight Wool Watch,Lightweight Wool Watch,TP,EXTRACT_MODEL
invoice125.html,product,Sleek Bronze Computer,Sleek Bronze Computer,TP,EXTRACT_MODEL
invoice125.html,invoice_number,1060892479,1060892479,TP,EXTRACT_MODEL
invoice139.html,product,Aerodynamic Linen Knife,Aerodynamic Linen Knife,TP,EXTRACT_MODEL
invoice139.html,product,Lightweight Paper Chair,Lightweight Paper Chair,TP,EXTRACT_MODEL
invoice139.html,product,Heavy Duty Rubber Car,Heavy Duty Rubber Car,TP,EXTRACT_MODEL
invoice139.html,product,Rustic Wooden Table,Rustic Wooden Table,TP,EXTRACT_MODEL
